Reporting Starts,Reporting Ends,Ad Name,Delivery,Results,Result Indicator,Reach,Cost per Results,Amount Spent (USD),Impressions,"CPM (Cost per 1,000 Impressions) (USD)",Website Purchases,Cost per Website Purchase (USD)
5/28/2016,4/27/2017,Dream Package - Full Swag,inactive,287,actions:offsite_conversion.fb_pixel_purchase,16687,5.272961672,1513.34,125506,12.05790958,287,5.272961672
5/28/2016,4/27/2017,Dream Package - Full Swag,inactive,196,actions:offsite_conversion.fb_pixel_purchase,47143,6.204081633,1216,124986,9.729089658,196,6.204081633
5/28/2016,4/27/2017,Early-Bird Close - Full Swag,inactive,14,actions:offsite_conversion.fb_pixel_purchase,1473,2.585714286,36.2,2553,14.17939679,14,2.585714286
5/28/2016,4/27/2017,Early-Bird Close - Full Swag,inactive,2,actions:offsite_conversion.fb_pixel_purchase,294,11.465,22.93,1434,15.9902371,2,11.465
5/28/2016,4/27/2017,Early-Bird Close - Full Swag,inactive,11,actions:offsite_conversion.fb_pixel_purchase,1736,2.156363636,23.72,1886,12.57688229,11,2.156363636
5/28/2016,4/27/2017,Early-Bird Close - Full Swag,inactive,,,1008,,23.59,1942,12.14727085,,
5/28/2016,4/27/2017,Early-Bird Close - Full Swag,inactive,,,881,,14.62,884,16.53846154,,
5/28/2016,4/27/2017,Early-Bird Close - Full Swag,inactive,1,actions:offsite_conversion.fb_pixel_purchase,962,90.98,90.98,3859,23.57605597,1,90.98
5/28/2016,4/27/2017,Early-Bird Close - Full Swag,inactive,6,actions:offsite_conversion.fb_pixel_purchase,3293,5.171666667,31.03,3425,9.059854015,6,5.171666667
5/28/2016,4/27/2017,Early-Bird Close - Full Swag,inactive,4,actions:offsite_conversion.fb_pixel_purchase,2546,6.13,24.52,2597,9.441663458,4,6.13
5/28/2016,4/27/2017,Early-Bird Close - Full Swag,inactive,11,actions:offsite_conversion.fb_pixel_purchase,1172,2.536363636,27.9,1567,17.8047224,11,2.536363636
5/28/2016,4/27/2017,Early-Bird Close - Full Swag,inactive,,,2007,,25.72,2061,12.47937894,,
5/28/2016,4/27/2017,Early-Bird Close - Full Swag,inactive,8,actions:offsite_conversion.fb_pixel_purchase,715,4.15875,33.27,1013,32.84304047,8,4.15875
5/28/2016,4/27/2017,Medal - Bean Runner,inactive,,,207,,8.59,287,29.93031359,,
5/28/2016,4/27/2017,Medal - Bean Runner,inactive,7,actions:offsite_conversion.fb_pixel_purchase,1850,10.43571429,73.05,4420,16.52714932,7,10.43571429
5/28/2016,4/27/2017,Medal - Bean Runner,inactive,11,actions:offsite_conversion.fb_pixel_purchase,1088,12.95272727,142.48,5791,24.60369539,11,12.95272727
5/28/2016,4/27/2017,Medal - Bean Runner,inactive,9,actions:offsite_conversion.fb_pixel_purchase,6844,6.605555556,59.45,8656,6.868068392,9,6.605555556
5/28/2016,4/27/2017,Medal - Bean Runner,inactive,2,actions:offsite_conversion.fb_pixel_purchase,4136,30.045,60.09,4276,14.05285313,2,30.045
5/28/2016,4/27/2017,Medal - Bean Runner,inactive,10,actions:offsite_conversion.fb_pixel_purchase,19100,19.609,196.09,22428,8.743088996,10,19.609
5/28/2016,4/27/2017,Medal - Bean Runner,inactive,1,actions:offsite_conversion.fb_pixel_purchase,2282,34.23,34.23,2418,14.15632754,1,34.23
5/28/2016,4/27/2017,Medal - Sunset,inactive,14,actions:offsite_conversion.fb_pixel_purchase,1059,9.039285714,126.55,4176,30.30411877,14,9.039285714
5/28/2016,4/27/2017,Medal - Sunset,inactive,33,actions:offsite_conversion.fb_pixel_purchase,19268,7.917575758,261.28,32798,7.966339411,33,7.917575758
5/28/2016,4/27/2017,Medal - Sunset,inactive,7,actions:offsite_conversion.fb_pixel_purchase,11384,31.45428571,220.18,12189,18.06382804,7,31.45428571
5/28/2016,4/27/2017,Medal - Sunset,inactive,3,actions:offsite_conversion.fb_pixel_purchase,967,38.75333333,116.26,5880,19.77210884,3,38.75333333
5/28/2016,4/27/2017,Medal - Sunset,inactive,41,actions:offsite_conversion.fb_pixel_purchase,2334,4.611463415,189.07,11699,16.16121036,41,4.611463415
5/28/2016,4/27/2017,Medal - Sunset,inactive,8,actions:offsite_conversion.fb_pixel_purchase,17459,32.03625,256.29,18477,13.87075824,8,32.03625
5/28/2016,4/27/2017,Medal - Sunset,inactive,,,2,,0,2,0,,
5/28/2016,4/27/2017,Medal - Sunset,inactive,30,actions:offsite_conversion.fb_pixel_purchase,39208,13.24266667,397.28,47694,8.329768944,30,13.24266667
5/28/2016,4/27/2017,Sawg - Last Chance,inactive,3,actions:offsite_conversion.fb_pixel_purchase,2509,18.27333333,54.82,2866,19.12770412,3,18.27333333
5/28/2016,4/27/2017,Medal - Last Chance - Image 2,inactive,,,816,,14.34,832,17.23557692,,
5/28/2016,4/27/2017,Medal - Last Chance - Image 1,inactive,1,actions:offsite_conversion.fb_pixel_purchase,2989,62.67,62.67,3262,19.21213979,1,62.67
5/28/2016,4/27/2017,Swag - Last Chance - Image 2,inactive,,,266,,10.35,294,35.20408163,,
5/28/2016,4/27/2017,Swag - Last Chance,inactive,,,485,,22.46,573,39.19720768,,
5/28/2016,4/27/2017,Swag - Last Chance - Image 2,inactive,,,455,,6.28,470,13.36170213,,
5/28/2016,4/27/2017,Swag - Last Chance,inactive,2,actions:offsite_conversion.fb_pixel_purchase,6382,35.375,70.75,7007,10.09704581,2,35.375
5/28/2016,4/27/2017,Swag - Last Chance - Image 2,inactive,,,259,,10.71,269,39.81412639,,
5/28/2016,4/27/2017,Swag - Last Chance,inactive,4,actions:offsite_conversion.fb_pixel_purchase,2134,18.8,75.2,3235,23.24574961,4,18.8
5/28/2016,4/27/2017,Swag - Last Chance 2,inactive,,,118,,1.39,118,11.77966102,,
5/28/2016,4/27/2017,Swag - Last Chance 2,inactive,,,497,,14.57,550,26.49090909,,
5/28/2016,4/27/2017,Medal - Last Chance,inactive,,,352,,3.83,352,10.88068182,,
5/28/2016,4/27/2017,Swag - Last Chance,inactive,,,747,,25.65,858,29.8951049,,
5/28/2016,4/27/2017,Swag - Last Chance,inactive,9,actions:offsite_conversion.fb_pixel_purchase,9294,9.904444444,89.14,10427,8.548959432,9,9.904444444
5/28/2016,4/27/2017,Swag - Last Chance,inactive,,,1093,,16.99,1128,15.06205674,,
5/28/2016,4/27/2017,Medal - Space,inactive,10,actions:offsite_conversion.fb_pixel_purchase,2329,7.453,74.53,3695,20.17050068,10,7.453
5/28/2016,4/27/2017,Medal - Space,inactive,8,actions:offsite_conversion.fb_pixel_purchase,4430,9.37375,74.99,5171,14.50203056,8,9.37375
5/28/2016,4/27/2017,Medal - Space,inactive,3,actions:offsite_conversion.fb_pixel_purchase,5181,22.51333333,67.54,5577,12.11045365,3,22.51333333
5/28/2016,4/27/2017,Medal + Charity,inactive,,,313,,7.63,328,23.26219512,,
5/28/2016,4/27/2017,Medal + Emojis,inactive,9,actions:offsite_conversion.fb_pixel_purchase,2826,10.59444444,95.35,5909,16.1364021,9,10.59444444
5/28/2016,4/27/2017,Medal + Park,inactive,1,actions:offsite_conversion.fb_pixel_purchase,1497,38.13,38.13,2133,17.87623066,1,38.13
5/28/2016,4/27/2017,Medal + Charity #1,inactive,2,actions:offsite_conversion.fb_pixel_purchase,4260,42.335,84.67,4923,17.19886248,2,42.335
5/28/2016,4/27/2017,Medal + Charity #2,inactive,6,actions:offsite_conversion.fb_pixel_purchase,7107,18.665,111.99,7787,14.38166174,6,18.665
5/28/2016,4/27/2017,Medal - Park,inactive,80,actions:offsite_conversion.fb_pixel_purchase,66272,9.701,776.08,98841,7.85180239,80,9.701
5/28/2016,4/27/2017,Medal - Emoji Girls,inactive,5,actions:offsite_conversion.fb_pixel_purchase,4011,10.062,50.31,5296,9.499622356,5,10.062
5/28/2016,4/27/2017,Medal - Emoji Girls,inactive,9,actions:offsite_conversion.fb_pixel_purchase,1794,12.95777778,116.62,5044,23.12053925,9,12.95777778
5/28/2016,4/27/2017,Medal - Park,inactive,16,actions:offsite_conversion.fb_pixel_purchase,2409,19.000625,304.01,14043,21.64850815,16,19.000625
5/28/2016,4/27/2017,Medal - Park,inactive,72,actions:offsite_conversion.fb_pixel_purchase,80016,9.696111111,698.12,120226,5.806730657,72,9.696111111
5/28/2016,4/27/2017,Medal - Emoji Girls,inactive,22,actions:offsite_conversion.fb_pixel_purchase,19931,8.285909091,182.29,26695,6.828619592,22,8.285909091
5/28/2016,4/27/2017,Medal - Park,inactive,2,actions:offsite_conversion.fb_pixel_purchase,884,35.225,70.45,2535,27.79092702,2,35.225
5/28/2016,4/27/2017,Medal - Emoji Girls,inactive,,,298,,11.3,365,30.95890411,,
5/28/2016,4/27/2017,Challenge Dash - Website Conversions - Image 1,inactive,13,actions:offsite_conversion.fb_pixel_purchase,10523,9.734615385,126.55,15456,8.187758799,13,9.734615385
5/28/2016,4/27/2017,Emoji Run - Charity + Swag #2,inactive,19,actions:offsite_conversion.fb_pixel_purchase,7540,8.676315789,164.85,14914,11.05337267,19,8.676315789
5/28/2016,4/27/2017,Emoji Run - Charity + Swag #1,inactive,41,actions:offsite_conversion.fb_pixel_purchase,16164,6.648780488,272.6,33295,8.187415528,41,6.648780488
5/28/2016,4/27/2017,Americana Run - Conversions #2,inactive,12,actions:offsite_conversion.fb_pixel_purchase,5886,8.333333333,100,7303,13.69300288,12,8.333333333
5/28/2016,4/27/2017,Challenge Dash - Website Conversions - Image 4,inactive,,,111,,1.54,133,11.57894737,,
5/28/2016,4/27/2017,Challenge Dash - Website Conversions - Image 2,inactive,7,actions:offsite_conversion.fb_pixel_purchase,3499,8.081428571,56.57,5060,11.1798419,7,8.081428571
5/28/2016,4/27/2017,Challenge Dash - Website Conversions - Image 3,inactive,45,actions:offsite_conversion.fb_pixel_purchase,21452,9.228222222,415.27,41179,10.08450909,45,9.228222222
5/28/2016,4/27/2017,Challenge Dash - Website Conversions - Image 1,inactive,2,actions:offsite_conversion.fb_pixel_purchase,2816,13.31,26.62,3647,7.299149986,2,13.31
5/28/2016,4/27/2017,Rushmore - Logo,inactive,,,235,,2.47,237,10.42194093,,
5/28/2016,4/27/2017,Lincoln - Logo,inactive,,,451,,4.93,460,10.7173913,,
5/28/2016,4/27/2017,Liberty - Logo,inactive,3,actions:offsite_conversion.fb_pixel_purchase,1249,5.273333333,15.82,1296,12.20679012,3,5.273333333
5/28/2016,4/27/2017,Vintage 3 - Logo,inactive,,,1533,,23.7,1594,14.86825596,,
5/28/2016,4/27/2017,Vintage 2 - Logo,inactive,7,actions:offsite_conversion.fb_pixel_purchase,6310,10.94285714,76.6,6742,11.36161376,7,10.94285714
5/28/2016,4/27/2017,Vintage 1 - Logo,inactive,5,actions:offsite_conversion.fb_pixel_purchase,5348,15.296,76.48,5982,12.78502173,5,15.296
